left_arm_angle,right_arm_angle
173.0067436610999,171.5247773330921
171.4686261190164,176.87088772940908
172.0948905226715,170.51786060326504
102.77241023846425,92.69889916710058
179.09264996053756,105.88923554799887
143.86985198366398,164.86124590307537
161.3458311501964,163.79549983489136
144.2732849233745,171.452417398064
156.45137069573082,173.93157789834032
178.2266000815299,166.15823498664827
49.493767599216326,138.92119555873805
117.90702967407228,176.2325768650186
156.11081566199948,144.55237113653877
168.73801301471659,111.07650723351051
119.57556724150801,85.42310878204145
124.21972747897762,149.14401752203221
65.410600490384,113.32469082572634
157.2566393185256,157.3000111472754
137.24394157371808,101.06336962259182
162.63548855062905,99.91683815808848
99.12412241571363,173.59195126595108
171.53052507760341,110.10041972961594
70.45996575118826,40.23087686591844
175.73194869511636,171.12287501244785
47.60017276537417,138.047727485709
166.13773371023382,165.4181219137547
173.08290066270442,96.20821294866569
126.0377208334873,75.62575187538401
47.07107344016725,123.11281670223504
137.39626346405035,69.0521425796026
146.4437868023995,149.9278752334581
115.46591253171171,151.71902408029504
145.40050450878252,159.8858767882938
176.64184042933394,118.58681343516125
154.1780108928819,139.22626578180603
130.453593799582,57.847424831630974
3.4799647688184954,108.0274163870016
179.04616943972223,175.03747884891013
166.1488793210595,165.52896450986393
159.26379039449148,165.5118331934156
90.90591292244505,179.5712915588427
155.2154378553735,41.66774094823069
138.44685368031531,164.75673727418882
164.83750755717918,122.98550454305588
137.74126196094724,120.80669234131332
174.09337765550185,108.81725154277315
141.85162025778658,149.4313814242455
115.58633583759632,174.80669368295506
100.72421357721487,79.4237534275339
176.9978699135228,155.77757210814778
161.54485962157332,176.59089395375895
172.32867298260345,175.20808696026657
122.57413592525226,163.62992344531156
157.15804457805484,164.24948522422787
166.71078151373652,137.05723809916927
154.3108802679636,178.95746835092228
157.99132133872345,127.03761777799525
166.5569095098286,178.04896188497096
41.71939354949701,66.47435302009256
9.021994581244268,48.33361361946965
99.62870051835164,146.6508131660844
155.92613196657183,103.20379599568601
30.27712166144729,178.4419766934862
163.07051919424381,112.78619485898346
16.240790178538806,79.05551754763592
119.64405404067618,107.75420369357269
149.91036276779994,139.12233503699323
158.44943127224016,147.51707501791427
172.2950780437532,175.52087419029857
179.07824254404673,178.15746541128487
107.8716551615813,155.7791333731787
167.61645997829442,169.88101816703886
174.51094156967784,119.49224874384434
43.1200688515109,127.64964061498667
131.04118623309742,171.68644965934226
166.71428167464143,179.06699757243035
173.7075246603614,153.94373090789603
175.9312995698768,157.66934417443832
159.0152264409265,171.091066502694
169.83444684073302,176.8914023902664
25.9488639599638,175.67928999709994
35.49829136998492,30.034414688377474
16.888409812834077,47.64314129521667
6.375030839851196,135.66175483262862
170.363191878033,138.89341881254197
177.36265574783775,83.03902097036494
124.37660382126046,167.85125379783904
158.44035069746428,167.01031684608066
172.78031253017713,179.37181252766734
148.29450395854957,135.95176270219255
174.36648583689166,177.7386687954206
177.53781310662353,161.32090748335014
140.51143844746522,142.3037889090464
120.77285463788371,164.09432599186763
178.98608647348513,166.0730742248249
122.58034641595134,141.8433873141387
170.28009337072754,178.7857079679637
129.6546547900571,144.75586798872297
146.49289609851112,170.21439407866706
177.2289320869052,173.13268949044033
162.46215319517884,160.0149838508237
103.0691066034412,160.29077035224995
24.72825277533973,156.4540947871333
170.57347266021992,176.32901297652214
179.46027463359994,176.6488517914561
147.6340030728198,98.82454312782171
178.34515659048378,79.55950614112565
177.66306469761588,170.08829684785337
104.39504604298283,164.77923042008422
170.18460770263786,175.6705333007212
176.58118541524962,158.4577929125128
165.4348615854318,144.67022951190583
145.4898451553553,112.96289377717964
163.27500900593117,167.70185656244902
171.12983166152597,178.2266696298618
168.38573809120285,155.2152194204165
173.48351559139945,142.46761140123223
122.81386070081196,59.020347438327335
19.471576303669778,68.27242879321025
156.24687234286887,107.28722713771145
125.84950182034612,106.11148159122806
75.22576566997448,77.83186977457298
171.4733308345723,173.1910051898254
154.72182453987762,143.59410999755647
150.5251837626357,96.12878937745627
137.99970320262025,172.18042861243276
160.4749706489169,135.09440500244517
130.97421307069345,132.84039129401884
145.620484150311,136.57620640792587
88.95512500411792,137.69428603084475
151.43170433347368,113.74387949328786
104.66384922797953,161.5109318621976
47.87341605086217,1.0308802957330427
109.5832956267153,108.19474158361848
84.83569805849218,94.88788086014422
82.31122058976655,143.1819636092419
15.846118577720414,14.402868009736425
128.04082817566024,146.168962660836
174.4097164957644,158.26327473805713
78.25058265622651,13.035866377041298
93.97764750193498,143.0073002148347
148.32755641845844,117.44123782123734
174.2383327942382,166.6486029503882
177.1142489753252,177.8519098757514
5.035175527539742,149.3041133788991
179.9069274157944,177.63212674025658
59.200686748939596,73.19954491650032
163.26163084791793,178.83573944850573
173.3444041356113,178.489266962598
173.94923377213252,145.45113157406493
173.61912690341993,140.38559512586397
68.47697810681741,172.75850784559668
135.66081599634757,142.686287353114
121.95384879067238,24.139058798674313
97.22788676778848,123.04481496381288
152.9901659969361,150.31868023192433
160.66040152230485,179.44013707283486
173.28905134795633,153.86528756191328
160.35226806569565,170.49353271792683
99.47644891811075,169.73915933949732
164.32444594112056,165.37410039445118
179.3342712023507,178.86115293741395
152.56781194942462,146.393714477954
153.7857094234295,54.332166739490205
143.88520486666647,169.5810607014092
177.1601222029992,160.24960986545585
152.02616709779005,173.7960098562174
160.463283109608,166.756923497505
55.62030984673244,112.74523690880179
157.05475314493142,157.67520231763012
88.68864859844679,166.38930355066705
136.1457891836781,150.123249438566
153.55273368671632,177.30330793212465
164.03716282792735,156.90823967228502
165.4062285708802,121.33207200436284
168.40203002115777,176.34734505893138
139.62872487815432,155.32468723278225
77.87967458254633,113.70060823344184
150.70106512048244,154.08222306908206
162.34317694370964,147.6066105842938
166.93357029429413,176.92396897632045
172.96742549100995,165.08958071186433
156.58505160940214,173.3740434910016
25.50163233481645,172.41059048893075
177.7768311541295,160.89161299572564
100.5337466364809,117.73054636140137
33.51869037801778,6.5503274345823295
135.18862678527194,145.97057394556842
70.48373096389395,74.82614088782952
169.70015224950595,80.98179953107598
66.96713269691614,101.33142128674642
108.15935306365184,95.65757632696402
98.60306981931089,138.17199363833763
173.31702981530225,136.70612174125137
109.62296451225265,141.68449703595257
162.0204435362193,172.8349795865807
120.67398802972737,163.10734249706474
106.46169008483716,148.27137256800523
135.4631633486046,150.00180957476633
122.58727790598076,152.5821866757701
71.38706905665052,100.45476702353662
159.36492288921622,132.1240946077715
179.3569529118134,179.94691993307976
88.27665955105822,111.37737922762598
112.51565963114736,123.70784384224267
162.83907085351063,146.68902258651104
131.24179656254663,121.25040048705584
168.74698846846707,175.35474380302824
106.4100878905044,133.14373557796375
169.47543805644747,128.47742590190202
134.3110562429701,95.6305413304535
170.44370537071006,161.6115165435186
133.01995493880466,133.5918448104872
164.77167758782164,157.6854791498552
153.56112133169975,115.76848050110893
165.36836410093704,178.08262288501686
163.91053055719206,174.51030796904587
174.38663770400794,142.0767602259337
167.93887051207398,171.79046732428324
171.0684166742396,169.1787993688456
179.94853075424092,176.20998360353605
153.9135265159638,175.9390504767319
175.97134661735114,175.33824055490732
172.53947560796524,163.51204613599256
168.96318433612888,163.6749960003943
141.965239280632,167.54911834492253
134.29779570642654,143.01317876417127
168.91765320252398,171.79399203239475
96.75091682055927,91.0390477419264
151.00890970185878,133.62102904568783
147.09783561996335,170.09512492325604
37.645455854487146,72.64784529877696
155.62511576606784,175.68649481941566
147.2688580196254,179.87821842416537
113.76990489100758,108.22163178058032
135.54200961375784,52.4934341735051
71.70327273766809,117.05851962792293
122.1923206559899,123.22057839755485
171.67945998033585,133.60070088336926
162.8288842620867,164.08841934978724
157.2873077418885,175.8790093098314
177.1262078522768,176.51028878739208
172.4845218809229,165.4995253033057
164.15864574566064,168.42341109580764
20.03418326507629,138.06011491890717
141.62532195885666,174.1391268672301
176.40130754251263,165.8239989218891
173.7498308988848,154.88443908999304
113.78968841721542,117.73721946493738
161.88838316616918,141.02469177607867
130.0731746440262,129.7115990356733
177.80436390224605,176.44313420078066
168.56206306659942,154.00633375129976
168.66781978847328,162.30059108160444
7.124874670640343,20.106461939818846
138.96325335076776,142.47059113458803
145.0773682778585,132.937255492327
120.18450118194046,166.74711013541682
79.7483981598548,108.33696946665562
123.14090654076017,149.2008462455077
153.0008860528532,112.51865469776155
113.47415684723488,94.15501860805774
153.29344281485817,112.19632102557837
72.62493801182274,80.61744129416483
157.3501913835968,156.5170474628911
177.0594090118106,169.20621116551652
159.37438549158415,156.48611860567198
141.18431076400478,164.0218961538096
164.7065350883232,179.13628143987327
148.50950778058328,169.2992178109624
175.82561122443403,165.07012715075274
90.46342584189028,97.28119428016923
4.928421107923855,13.816619021243344
79.00380358919666,86.99878002894093
22.380102747703987,47.97669502179697
142.88610458239228,123.36263799269553
158.1094811342283,167.98968518660408
143.58386424957507,170.224991479284
132.97334707189296,165.64079920605323
132.02335694981758,161.8504481624575
150.43867590168767,139.382299568181
138.6013288046285,122.71596242817499
153.20702213020752,128.833680618586
169.27998619634147,176.00295149780098
125.33035711851618,119.17035510614699
67.80337169600281,73.30894103587822
161.12374507746333,145.5090718979161
115.75371758120349,69.3926685300814
16.249813587821997,75.97383556957774
178.9211429477457,170.67350139756996
170.93673225670491,173.7888924413166
175.50030768728388,164.6355866698164
174.5128266741275,178.28917685484922
165.1991205287841,165.52465787094343
156.92935248474683,177.33063719275484
98.56171525217573,153.3175507051438
173.8040883000543,170.53430463541505
161.90025729018683,178.9090709982018
131.75462037387695,157.41859029160352
169.50246460880643,179.03174600101428
165.11964192716246,171.64062337401148
170.83407781608142,177.07195115876732
173.7532073878776,168.11841477469454
137.91189657837364,171.247041701712
170.82475432987204,178.73140742713235
170.1868271817365,163.72416877419747
179.67697205977746,174.86070634965833
149.19919325210495,175.12231594089366
173.52128132869714,173.2635034560981
